epoch;accuracy;loss;lr;val_accuracy;val_loss
24;0.7502678632736206;0.7806268930435181;0.000100000005;0.9022388458251953;0.7700257897377014
25;0.7497586011886597;0.7803235650062561;0.000100000005;0.8991423845291138;0.7709742188453674
26;0.7513130307197571;0.7795113325119019;0.000100000005;0.9025388360023499;0.7702332735061646
27;0.7540744543075562;0.7789589166641235;0.000100000005;0.9009132385253906;0.7704814076423645
28;0.7522109150886536;0.7790162563323975;0.000100000005;0.9037076830863953;0.7696261405944824
29;0.7481785416603088;0.7792106866836548;0.000100000005;0.9015501141548157;0.770156741142273
30;0.7530949711799622;0.7780786156654358;0.000100000005;0.8988857865333557;0.7709227204322815
31;0.7537966966629028;0.7778943181037903;0.000100000005;0.901748538017273;0.770237386226654
32;0.7573343515396118;0.7781068682670593;0.000100000005;0.9003140330314636;0.7706485390663147
33;0.7574098706245422;0.7779949307441711;0.000100000005;0.9021207690238953;0.7700400352478027
34;0.7549839615821838;0.7775478959083557;0.000100000005;0.9002262949943542;0.770457923412323
35;0.7480165958404541;0.7783190608024597;0.000100000005;0.9003844261169434;0.7704921960830688
36;0.7513694167137146;0.7790796756744385;0.000100000005;0.9015849828720093;0.7702518105506897
37;0.7542033791542053;0.7774009108543396;0.000100000005;0.9025344252586365;0.7698599100112915
38;0.7553371787071228;0.7781035304069519;0.000100000005;0.896939218044281;0.7716289162635803
39;0.7516385316848755;0.7771594524383545;1.0000001e-05;0.89980548620224;0.7706537246704102
40;0.7556586861610413;0.7772595882415771;1.0000001e-05;0.8999021649360657;0.7706170082092285
41;0.7553544640541077;0.7788028717041016;1.0000001e-05;0.9006577134132385;0.7703770399093628
42;0.756806492805481;0.777075469493866;1.0000001e-05;0.8996431231498718;0.7707356214523315
43;0.7550263404846191;0.776872456073761;1.0000001e-05;0.9007694721221924;0.7703661918640137
44;0.7554888129234314;0.7773926258087158;1.0000001e-05;0.900466799736023;0.7704370021820068
45;0.7576144337654114;0.7772502303123474;1.0000001e-05;0.9003595113754272;0.7704444527626038
46;0.7607160210609436;0.7774495482444763;1.0000001e-05;0.9008984565734863;0.7702879309654236
47;0.7580237984657288;0.7774959206581116;1.0000001e-05;0.9014064073562622;0.7701243162155151
48;0.7571778893470764;0.7783504128456116;1.0000001e-05;0.901383638381958;0.7701601386070251
49;0.7560555934906006;0.7763550281524658;1.0000001e-06;0.901242196559906;0.7702032327651978
50;0.7575470209121704;0.7779638767242432;1.0000001e-06;0.9012612700462341;0.7701995968818665
51;0.7565112113952637;0.7766993045806885;1.0000001e-06;0.901345431804657;0.770167887210846
52;0.7604687213897705;0.7769654393196106;1.0000001e-06;0.9009251594543457;0.7702924013137817
53;0.7582595944404602;0.7764738202095032;1.0000001e-06;0.9010763764381409;0.7702454924583435
54;0.7602230906486511;0.7759669423103333;1.0000001e-06;0.9010875225067139;0.770257830619812
55;0.7598626613616943;0.7770328521728516;1.0000001e-06;0.9009186029434204;0.7703014612197876
56;0.7561722993850708;0.7771511077880859;1.0000001e-06;0.9009162783622742;0.770294725894928
57;0.7558870911598206;0.7772155404090881;1.0000001e-06;0.9012101888656616;0.7702018618583679
58;0.7606063485145569;0.7769317030906677;1.0000001e-06;0.9009098410606384;0.7702919244766235
59;0.7526416778564453;0.7767884135246277;1.0000001e-07;0.9011844992637634;0.7701989412307739
60;0.7558740377426147;0.7778605222702026;1.0000001e-07;0.9011077880859375;0.7702356576919556
61;0.755260705947876;0.777769923210144;1.0000001e-07;0.9008427262306213;0.7703065872192383
62;0.7584914565086365;0.777334451675415;1.0000001e-07;0.90118008852005;0.7702204585075378
63;0.7560193538665771;0.7760159969329834;1.0000001e-07;0.9012718200683594;0.7701749801635742
64;0.756888210773468;0.7768707275390625;1.0000001e-07;0.9010416865348816;0.7702482342720032
65;0.7519745230674744;0.7779972553253174;1.0000001e-07;0.9007551670074463;0.7703628540039062
66;0.7541711926460266;0.7773908376693726;1.0000001e-07;0.9015598893165588;0.7700890898704529
67;0.7529330253601074;0.7776798605918884;1.0000001e-07;0.9010722041130066;0.7702459096908569
68;0.7613518238067627;0.777749240398407;1.0000001e-07;0.9010085463523865;0.7702599167823792
69;0.7557244300842285;0.7769848704338074;1.0000001e-08;0.9011350274085999;0.7702043056488037
70;0.7577441334724426;0.7774317264556885;1.0000001e-08;0.901038646697998;0.770250678062439
71;0.74980628490448;0.777726948261261;1.0000001e-08;0.9008849859237671;0.7702993750572205
72;0.7516586184501648;0.7768881916999817;1.0000001e-08;0.9011430740356445;0.7702309489250183
73;0.7529371380805969;0.7777448296546936;1.0000001e-08;0.9010430574417114;0.7702445387840271
74;0.7551560401916504;0.7788578271865845;1.0000001e-08;0.9012429118156433;0.7701966762542725
75;0.7556197047233582;0.7770784497261047;1.0000001e-08;0.9011802077293396;0.7702051997184753
76;0.754138171672821;0.7774163484573364;1.0000001e-08;0.901203453540802;0.7702111005783081
77;0.7568621635437012;0.7766129970550537;1.0000001e-08;0.9012156128883362;0.7702139019966125
78;0.7560246586799622;0.7771788239479065;1.0000001e-08;0.901177704334259;0.7702206969261169
79;0.7546241879463196;0.7774142622947693;1.0000001e-09;0.9016194939613342;0.7700657844543457
80;0.757067084312439;0.776441216468811;1.0000001e-09;0.901269257068634;0.7701927423477173
81;0.7590712308883667;0.7762071490287781;1.0000001e-09;0.9010454416275024;0.7702854871749878
82;0.7515866756439209;0.7765403389930725;1.0000001e-09;0.9009366631507874;0.7702928781509399
83;0.7590576410293579;0.7771785259246826;1.0000001e-09;0.9011892676353455;0.7702088952064514
84;0.7596666812896729;0.7771717309951782;1.0000001e-09;0.9009495377540588;0.7702786922454834
85;0.758970320224762;0.7764487862586975;1.0000001e-09;0.901176929473877;0.7702071070671082
86;0.7621273398399353;0.7759318947792053;1.0000001e-09;0.9010467529296875;0.7702818512916565
87;0.7532554864883423;0.7777442932128906;1.0000001e-09;0.9011474847793579;0.7702327966690063
88;0.7594252824783325;0.7773265242576599;1.0000001e-09;0.9010279178619385;0.7702723741531372
89;0.7576623558998108;0.776854932308197;1.0000001e-10;0.9008467793464661;0.7703100442886353
90;0.7526053786277771;0.7761969566345215;1.0000001e-10;0.900872528553009;0.7703204154968262
91;0.7513706684112549;0.7765873670578003;1.0000001e-10;0.9013310670852661;0.7701672911643982
92;0.7562420964241028;0.7782517671585083;1.0000001e-10;0.9012576937675476;0.7701902985572815
93;0.7541385889053345;0.7769724130630493;1.0000001e-10;0.9014116525650024;0.7701465487480164
94;0.7628135085105896;0.7771414518356323;1.0000001e-10;0.9012221693992615;0.7702080607414246
95;0.7574387788772583;0.7766526937484741;1.0000001e-10;0.9009754657745361;0.7702762484550476
96;0.7565809488296509;0.7763450741767883;1.0000001e-10;0.9008230566978455;0.7703173756599426
97;0.7589737772941589;0.7775758504867554;1.0000001e-10;0.9012606739997864;0.7701857089996338
98;0.7563455104827881;0.7774568796157837;1.0000001e-10;0.9009127020835876;0.770282506942749
99;0.7519384026527405;0.7768120169639587;1.0000001e-11;0.9008710980415344;0.7703086733818054
